iter	Logloss
111	0.4272710807
112	0.4260579874
113	0.424442241
114	0.423070411
115	0.4218761124
116	0.4208318631
117	0.4193924022
118	0.4183057016
119	0.417078432
120	0.4155205206
121	0.4146424858
122	0.4132795954
123	0.4119477804
124	0.410802
125	0.4097483011
126	0.4085683878
127	0.4076584924
128	0.4061106746
129	0.4051236549
130	0.4041162062
131	0.402831387
132	0.4017625857
133	0.4003075079
134	0.3993426562
135	0.3986388273
136	0.3967193184
137	0.3956007905
138	0.3944945181
139	0.3935347619
140	0.3928728873
141	0.3919525785
142	0.3911690101
143	0.3900916418
144	0.3891587197
145	0.3881977459
146	0.3874384647
147	0.3868018739
148	0.3863685272
149	0.3850584828
150	0.3836168185
151	0.3825092655
152	0.3819482885
153	0.381309849
154	0.3806247471
155	0.3796099599
156	0.3787864447
157	0.3776589934
158	0.3763917466
159	0.3752180971
160	0.3743679755
161	0.3736876199
162	0.3725659232
163	0.3718160874
164	0.3708178157
165	0.3696232753
166	0.3681688641
167	0.3672816542
168	0.3668201733
169	0.3660223623
170	0.3653263938
171	0.3644788342
172	0.3633906779
173	0.3627506358
174	0.3620994267
175	0.3617102587
176	0.3609953702
177	0.3601500907
178	0.3588493117
179	0.3582438504
180	0.3574469315
181	0.3567516894
182	0.3566092398
183	0.3562434381
184	0.3557301036
185	0.3549909983
186	0.3541585091
187	0.3530152246
188	0.3520329534
189	0.3515705287
190	0.3507822744
191	0.3501409002
192	0.3491384378
193	0.3480002002
194	0.3473725637
195	0.3468263148
196	0.3462328303
197	0.3455291417
198	0.345137445
199	0.3440088969
200	0.3433322758
201	0.342413741
202	0.3419393322
203	0.3411986701
204	0.3405284397
205	0.3400579054
206	0.3393058303
207	0.3383907954
208	0.3375335416
209	0.3364832199
210	0.3357740018
211	0.3349973284
212	0.3346610281
213	0.3341984408
214	0.3334246334
215	0.3328366257
216	0.3317827157
217	0.3311709202
218	0.3303536925
219	0.3298406628
220	0.329228275
221	0.328400863
222	0.3276477997
223	0.3268263452
224	0.3262570276
225	0.324938557
226	0.3243578739
227	0.3236794053
228	0.3226302156
229	0.322028552
230	0.3210198834
231	0.3201474598
232	0.3197200469
233	0.3189465113
234	0.3179970483
235	0.3173902118
236	0.3166224308
237	0.3160810284
238	0.3155623892
239	0.3152775429
240	0.3148784925
241	0.3143048837
242	0.3134016346
243	0.3126030781
244	0.3116916433
245	0.3104519033
246	0.3100860282
247	0.3094529502
248	0.3083105469
249	0.307272191
250	0.3064560127
251	0.3053525066
252	0.3049771277
253	0.3041391656
254	0.3037061579
255	0.3033430858
256	0.3022891926
257	0.301747502
258	0.3013436841
259	0.3006476925
260	0.3000959725
261	0.2993685288
262	0.2984987607
263	0.2975853184
264	0.2968115434
265	0.2963812998
266	0.2954864415
267	0.2947239295
268	0.2935264032
269	0.2931001358
270	0.2926529539
271	0.2921615062
272	0.2916171044
273	0.2908941011
274	0.2901231015
275	0.2894724712
276	0.2890208854
277	0.2883319539
278	0.2878933576
279	0.2875925383
280	0.2871512777
281	0.2864182307
282	0.28567758
283	0.2848811732
284	0.2842629371
285	0.2837952223
286	0.2830072783
287	0.2827367717
288	0.2821932132
289	0.2814275409
290	0.2812110148
291	0.2808560337
292	0.2803785848
293	0.279756134
294	0.2794600084
295	0.2791209379
296	0.2784865952
297	0.2779451705
298	0.2772323096
299	0.277043878
300	0.2764441319
301	0.2757396726
302	0.2752628465
303	0.2745578313
304	0.2738379455
305	0.2730562144
306	0.2725563391
307	0.2722269715
308	0.2716795935
309	0.2712175803
310	0.270802233
311	0.2701327829
312	0.2695151756
313	0.2689717034
314	0.2686659998
315	0.2681255805
316	0.2674879181
317	0.267154902
318	0.2665872504
319	0.2664031623
320	0.2656758845
321	0.2652958768
322	0.2647334923
323	0.2642886227
324	0.2640240189
325	0.2637469724
326	0.2634044079
327	0.2629241259
328	0.2621949868
329	0.2617080807
330	0.2612670108
331	0.2609923808
332	0.2603560089
333	0.2602211946
334	0.2599843618
335	0.2594818932
336	0.2588357353
337	0.2583794668
338	0.2582134629
339	0.2576491619
340	0.2569423564
341	0.2567176395
342	0.2564782254
343	0.2559239578
344	0.2552006792
345	0.2549543492
346	0.2543884351
347	0.2538766033
348	0.2534565653
349	0.2532891648
350	0.2530787835
351	0.2527607019
352	0.2522218894
353	0.2518413313
354	0.2513603874
355	0.2505138848
356	0.2501487342
357	0.2498994135
358	0.2494966062
359	0.2489856049
360	0.2487760283
361	0.2484238821
362	0.2478839395
363	0.247637923
364	0.247407902
365	0.247231206
366	0.2469062201
367	0.2463935015
368	0.2460995853
369	0.2458792765
370	0.2455681236
371	0.2451284657
372	0.2448087388
373	0.2443556659
374	0.2439136454
375	0.2434440433
376	0.2430127037
377	0.242755385
378	0.2421717482
379	0.241589027
380	0.2410264455
381	0.2405772813
382	0.2400606701
383	0.2396190933
384	0.2391722083
385	0.2386953958
386	0.2382429534
387	0.237811352
388	0.2376275977
389	0.2373220283
390	0.2367234244
391	0.2362484987
392	0.235622508
393	0.2353737199
394	0.2351310909
395	0.2346603527
396	0.2342951645
397	0.2338695814
398	0.2333052852
399	0.2330308448
400	0.2325972294
401	0.2320363136
402	0.231650914
403	0.2312752721
404	0.2308554318
405	0.2306793957
406	0.2306308365
407	0.2301250303
408	0.2298038809
409	0.229549307
410	0.2290240045
411	0.2286610125
412	0.2281708577
413	0.2274267498
414	0.2266828604
415	0.2261991378
416	0.2255073429
417	0.2253019032
418	0.2248392439
419	0.2245966253
420	0.2242643768
421	0.2238765797
422	0.2233672916
423	0.2229506859
424	0.2223721734
425	0.2219374458
426	0.2215361389
427	0.2207845702
428	0.2204434263
429	0.2199347966
430	0.2196078844
431	0.219265782
432	0.2188119119
433	0.2184385108
434	0.2180836681
435	0.2178461253
436	0.2175186726
437	0.2170200593
438	0.2167080557
439	0.2163715874
440	0.215930041
441	0.2156854894
442	0.2150208223
443	0.2146083079
444	0.2143728793
445	0.2137791213
446	0.2136066945
447	0.2133656644
448	0.2131783892
449	0.2129598965
450	0.2127248665
451	0.2124353937
452	0.2119212578
453	0.2116727191
454	0.211291675
455	0.2106303146
456	0.2104685872
457	0.2100177035
458	0.2098349556
459	0.2096079443
460	0.2092112158
461	0.20902773
462	0.2086738493
463	0.2084913196
464	0.2082242943
465	0.2078721953
466	0.2075689947
467	0.2071722033
468	0.2070252038
469	0.2066870004
470	0.2063759333
471	0.2058973623
472	0.2056499028
473	0.2054142031
474	0.2048725069
475	0.2047190911
476	0.2045129189
477	0.2042540103
478	0.2038063643
479	0.2035938444
480	0.2029592477
481	0.2027057814
482	0.2024770839
483	0.2021822892
484	0.2018071547
485	0.2014289871
486	0.2012085412
487	0.2008481834
488	0.200373955
489	0.1998240564
490	0.1997221394
491	0.1993464594
492	0.1990277718
493	0.1988179582
494	0.1980975388
495	0.1977238573
496	0.1972208637
497	0.1970223197
498	0.1967143116
499	0.1964119152
500	0.1962010479
501	0.195795468
502	0.195563148
503	0.1952420638
504	0.195025539
505	0.1946561422
506	0.1943167519
507	0.1939820177
508	0.1935867397
509	0.1934699884
510	0.1932275694
511	0.1929369083
512	0.1928303325
513	0.1926418285
514	0.1921898572
515	0.1917862461
516	0.1915112641
517	0.1913315904
518	0.190936554
519	0.1908308764
520	0.1907105998
521	0.1904324635
522	0.1899875863
523	0.189880295
524	0.1894888094
525	0.1892298091
526	0.1889555942
527	0.1887755631
528	0.1881244683
529	0.1873219142
530	0.1870350695
531	0.1866120366
532	0.1863556768
533	0.1855768431
534	0.1853201805
535	0.1849359404
536	0.1846340233
537	0.184520061
538	0.1842530589
539	0.1839020229
540	0.1835463942
541	0.1834173138
542	0.1831890894
543	0.183003344
544	0.1824134636
545	0.1822003876
546	0.1819108413
547	0.1816143215
548	0.1813554897
549	0.1812081607
550	0.1808882232
551	0.1804670551
552	0.1801042707
553	0.1799179914
554	0.1796752142
555	0.1794883298
556	0.1792344154
557	0.1790485598
558	0.1786771573
559	0.1780320929
560	0.1778334009
561	0.1776891556
562	0.1773815307
563	0.1771787349
564	0.1765692955
565	0.176241768
566	0.1760106303
567	0.1758314025
568	0.1754573277
569	0.1752962151
570	0.1750575513
571	0.1749337013
572	0.1748390904
573	0.1744989947
574	0.1742042157
575	0.1735821111
576	0.1733417874
577	0.1730044646
578	0.1726714308
579	0.1721368892
580	0.1716181634
581	0.1713532746
582	0.1711022901
583	0.1709321826
584	0.1706763294
585	0.1704406964
586	0.1700954827
587	0.169831106
588	0.1696116871
589	0.1694231259
590	0.168894072
591	0.1686494092
592	0.1682894633
593	0.168085373
594	0.1676991498
595	0.1674072899
596	0.1670321602
597	0.1666480612
598	0.1664350423
599	0.1660387077
600	0.165645473
601	0.1652585615
602	0.1651258398
603	0.164769356
604	0.1644936267
605	0.1641336307
606	0.163985259
607	0.1636261176
608	0.1633590534
609	0.1631534424
610	0.1628117107
611	0.1625495957
612	0.1622782842
613	0.1621268817
614	0.1618082279
615	0.1615483491
616	0.161402344
617	0.1610931148
618	0.1609167772
619	0.1606544084
620	0.1604332583
621	0.1602206775
622	0.1599338998
623	0.1598163726
624	0.1595691035
625	0.1591673255
626	0.158802408
627	0.1584010278
628	0.1582462292
629	0.1579943726
630	0.1578626132
631	0.1576330014
632	0.1574731959
633	0.1572781612
634	0.1570096627
635	0.1566587886
636	0.1564971871
637	0.1560498322
638	0.1556253442
639	0.1552872585
640	0.1548978105
641	0.1546239736
642	0.1543782068
643	0.1541003037
644	0.1537587672
645	0.1535406926
646	0.1531602548
647	0.1529233468
648	0.1527054542
649	0.1523632906
650	0.1521239167
651	0.1518694235
652	0.1517391481
653	0.1514856596
654	0.1512900696
655	0.1508194367
656	0.1504948416
657	0.1503167418
658	0.1499916584
659	0.1497218044
660	0.1494048896
661	0.1490131715
662	0.148857322
663	0.148581007
664	0.1484208533
665	0.1482552149
666	0.1479913135
667	0.1477236179
668	0.1473790063
669	0.1469744647
670	0.1466177148
671	0.1463057593
672	0.1460743705
673	0.1458828817
674	0.1455823102
675	0.1453942739
676	0.145161697
677	0.1449362938
678	0.1447223561
679	0.1444135709
680	0.1442071659
681	0.143842561
682	0.1433801708
683	0.1430737449
684	0.1426758683
685	0.1424622155
686	0.1422875704
687	0.1420737779
688	0.1418063505
689	0.1414111604
690	0.14125841
691	0.1410398133
692	0.140895135
693	0.140684602
694	0.1404649027
695	0.1402265136
696	0.1397504882
697	0.1393686014
698	0.139109008
699	0.1389673981
700	0.1386670776
701	0.1384294693
702	0.1382079943
703	0.1380748274
704	0.1378153264
705	0.1375854922
706	0.1373184816
707	0.1369368075
708	0.1366428565
709	0.1363878599
710	0.1361003266
711	0.1358565603
712	0.1354787719
713	0.1351523135
714	0.1347586661
715	0.1345189708
716	0.1343170802
717	0.1341268516
718	0.1337520133
719	0.1335820356
720	0.1333794316
721	0.133141822
722	0.1329811898
723	0.1328547558
724	0.1327526112
725	0.1325792757
726	0.132396201
727	0.1321719352
728	0.1319894884
729	0.1319101068
730	0.1317575578
731	0.1315628934
732	0.1313174578
733	0.1310160119
734	0.1309106689
735	0.1307335337
736	0.1305146748
737	0.1302260742
738	0.1299945589
739	0.1297750783
740	0.1295602687
741	0.1291115932
742	0.1289564258
743	0.1286342075
744	0.1283948474
745	0.1280268596
746	0.1279052693
747	0.1277737077
748	0.1275581552
749	0.1273501527
750	0.1272780858
751	0.1271888804
752	0.1269283706
753	0.1265717051
754	0.126370404
755	0.1260679691
756	0.1259692927
757	0.1256699343
758	0.1255177064
759	0.1254014302
760	0.1252009016
761	0.1248335022
762	0.1247427207
763	0.1243836112
764	0.1240806959
765	0.1239599064
766	0.1237081301
767	0.1234940882
768	0.1233232534
769	0.1230769077
770	0.1227698254
771	0.1225458772
772	0.1222484957
773	0.122113532
774	0.1219026765
775	0.1216616414
776	0.1213709292
777	0.1210748288
778	0.120803549
779	0.1206677819
780	0.1203662195
781	0.1200916232
782	0.1198014498
783	0.1196111763
784	0.1193577763
785	0.119103242
786	0.118851587
787	0.118614306
788	0.1183818663
789	0.1182961271
790	0.1179731695
791	0.1176868121
792	0.1175361584
793	0.1172735371
794	0.1170747819
795	0.1168257983
796	0.1167132189
797	0.1163669048
798	0.116104591
799	0.1158892668
800	0.1157089735
801	0.1155597286
802	0.1154081364
803	0.1152991453
804	0.1151976273
805	0.1151065088
806	0.1146708801
807	0.114484571
808	0.1143387946
809	0.1140754707
810	0.1138942844
811	0.1137381323
812	0.1135810311
813	0.1132991328
814	0.1131145355
815	0.1129084567
816	0.1125178325
817	0.11243008
818	0.1122597358
819	0.1121060648
820	0.1117749625
821	0.1115698734
822	0.1113451734
823	0.1110990892
824	0.1108882572
825	0.110563228
826	0.110460296
827	0.110247512
828	0.1099852167
829	0.1096524311
830	0.1094123104
831	0.1092823535
832	0.1090976176
833	0.1088090844
834	0.1085021192
835	0.1082396641
836	0.1080905311
837	0.1079237835
838	0.107759383
839	0.1076177213
840	0.1075389833
841	0.1073529861
842	0.1072342731
843	0.1070944929
844	0.1068673642
845	0.1066524047
846	0.1064951596
847	0.1062426405
848	0.1061115697
849	0.1057906114
850	0.1056118642
851	0.1054339746
852	0.1052522189
853	0.1050849798
854	0.1048543827
855	0.1046878888
856	0.1044618586
857	0.1043331452
858	0.1040291856
859	0.103759106
860	0.1035986951
861	0.1034555392
862	0.1033162059
863	0.1031446034
864	0.1030177366
865	0.1027913915
866	0.1026831734
867	0.1025992746
868	0.1023773323
869	0.1022647108
870	0.1019657638
871	0.101775994
872	0.1015629611
873	0.1014055559
874	0.10125304
875	0.1009938161
876	0.1008940117
877	0.1007639489
878	0.1006281071
879	0.100452385
880	0.1001481265
881	0.09987856473
882	0.09963452842
883	0.09939687069
884	0.09926848263
885	0.09920179993
886	0.09895701796
887	0.0987092967
888	0.09853715261
889	0.09837363756
890	0.09821410945
891	0.09802153874
892	0.09791104149
893	0.09775069083
894	0.09762478835
895	0.09746895068
896	0.09722838792
897	0.09707147507
898	0.09686906331
899	0.09671011461
900	0.09646894989
901	0.09633021425
902	0.09618765427
903	0.0960974653
904	0.09593007814
905	0.0957395543
906	0.09557568215
907	0.09539056605
908	0.0951969321
909	0.09500328634
910	0.09478808691
911	0.09449755772
912	0.09441637027
913	0.09426880366
914	0.09415960289
915	0.09400779641
916	0.09378670308
917	0.09356528367
918	0.09338007328
919	0.09324058723
920	0.09308150696
921	0.09291512894
922	0.09283915128
923	0.09273483757
924	0.09249152189
925	0.09237044764
926	0.09227002114
927	0.09220258267
928	0.09204266859
929	0.09180585575
930	0.0916751084
931	0.0914470404
932	0.09135010675
933	0.09125749274
934	0.09116339704
935	0.09106705566
936	0.09099904588
937	0.09083139757
938	0.09060852289
939	0.09040860388
940	0.09029577322
941	0.09020745679
942	0.09003111111
943	0.08981907425
944	0.08967665792
945	0.08956415393
946	0.08936586357
947	0.0891355307
948	0.08892693702
949	0.0887581013
950	0.08854663208
951	0.08847030231
952	0.08824161394
953	0.08812412555
954	0.0878599573
955	0.08772619412
956	0.08762600934
957	0.08748538757
958	0.08740204065
959	0.08725044481
960	0.08710640669
961	0.08699411549
962	0.08691896134
963	0.08686057605
964	0.08674253354
965	0.08656615686
966	0.0863971738
967	0.08618006818
968	0.08607567633
969	0.08586153406
970	0.0856516999
971	0.08543473194
972	0.0853439521
973	0.08521806953
974	0.08505953733
975	0.08496277971
976	0.08479460876
977	0.08468059735
978	0.08439314589
979	0.08423308625
980	0.08396385329
981	0.08385348722
982	0.08377623481
983	0.083524023
984	0.08344412129
985	0.08334813785
986	0.08323429186
987	0.08313223592
988	0.08298482619
989	0.08280337934
990	0.08261063812
991	0.08245284777
992	0.08233331043
993	0.08209263142
994	0.08188421473
995	0.08177434294
996	0.08168679463
997	0.08162951465
998	0.08149411864
999	0.08137441447
